order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2213446,120950,prior,21,1,15,6.0
3166713,2964,prior,16,4,18,4.0
1426095,20863,prior,8,3,10,8.0
478200,60432,prior,7,2,18,2.0
3354300,133889,prior,40,2,18,9.0
585506,196693,prior,5,0,14,8.0
2746335,149766,prior,14,3,18,28.0
68888,186057,prior,2,1,11,16.0
941085,183718,prior,3,6,8,14.0
2870430,152828,train,13,6,14,30.0
1431877,30197,prior,20,3,13,14.0
1576886,131400,prior,68,4,22,4.0
2278096,117149,prior,1,0,13,
2566361,55441,prior,27,0,1,4.0
1095683,134516,prior,62,0,16,4.0
1564643,114389,prior,24,2,9,5.0
2107225,26158,prior,3,3,17,30.0
733929,18208,prior,18,0,16,7.0
784656,68549,prior,22,6,16,13.0
2601521,85648,prior,11,5,9,3.0
433564,62686,prior,13,5,21,8.0
708270,97736,prior,3,3,14,2.0
131265,119226,prior,3,2,13,23.0
1959950,182277,prior,7,1,11,12.0
2706110,188030,prior,38,2,18,3.0
2494327,34181,prior,64,4,9,15.0
2431668,48777,prior,29,5,17,3.0
1109475,59890,prior,23,6,17,5.0
2728743,193811,test,16,1,7,7.0
3351422,190231,prior,51,1,18,13.0
2056675,5614,prior,9,6,18,13.0
981406,35176,prior,10,3,9,9.0
2897891,71770,prior,1,1,10,
272290,158926,prior,3,4,9,28.0
3298169,187535,prior,2,1,0,10.0
1892197,64960,prior,4,0,8,5.0
2952563,137360,prior,7,0,13,12.0
904617,59754,prior,7,1,10,5.0
2576328,197726,prior,6,3,21,6.0
938158,12518,prior,7,4,17,0.0
651992,69651,prior,1,6,16,
1331833,99328,prior,4,4,12,14.0
3104776,25204,prior,2,0,9,5.0
1114584,24411,prior,8,0,14,8.0
2373028,26643,prior,2,5,10,7.0
1014373,80666,prior,4,0,13,3.0
1377304,63869,prior,15,2,20,3.0
346195,150752,prior,17,0,21,6.0
2914089,139923,prior,14,4,16,1.0
2184768,195889,prior,73,3,13,1.0
539722,49744,prior,20,4,11,9.0
1821622,112052,prior,24,6,5,1.0
384742,117127,prior,32,1,14,7.0
860758,130190,prior,1,0,16,
632248,82828,prior,23,5,16,6.0
2745025,197690,prior,38,2,14,5.0
2691138,72079,prior,31,5,11,3.0
758126,186395,prior,1,2,13,
1854993,124988,train,4,3,12,30.0
780397,77884,prior,30,2,20,5.0
1429237,175891,prior,5,0,11,21.0
2016490,79018,prior,31,4,20,10.0
1261290,70778,prior,35,2,14,4.0
883748,199510,prior,5,0,16,30.0
1991999,190058,prior,27,4,8,5.0
1002041,40968,prior,38,2,1,8.0
595537,170545,prior,1,1,16,
2650565,142284,prior,21,1,0,6.0
2939067,20647,prior,2,3,11,30.0
1196050,35748,prior,52,5,14,2.0
1299566,116075,prior,14,2,21,3.0
1481424,26355,prior,4,5,16,3.0
1809402,168607,prior,13,0,17,7.0
1806285,85731,prior,55,4,11,1.0
169664,15896,prior,36,3,20,0.0
1110505,170611,prior,7,2,17,14.0
1284347,180990,prior,12,1,16,9.0
2270893,168161,prior,3,0,14,4.0
3401981,52841,prior,8,4,9,11.0
2742233,100693,prior,10,0,12,6.0
1072822,93195,prior,36,1,14,9.0
222970,42483,prior,50,4,8,5.0
980132,118994,train,5,0,9,28.0
309470,95895,prior,16,4,2,5.0
126085,55674,prior,2,6,14,30.0
1980956,189151,prior,7,1,11,7.0
2853116,168046,prior,9,4,18,4.0
905137,132438,prior,44,6,16,8.0
1904036,138776,prior,5,4,9,30.0
1269454,110338,prior,14,1,14,7.0
1790176,112254,prior,9,0,8,13.0
1326393,171801,prior,3,6,16,12.0
1854824,201314,test,11,0,10,14.0
2254835,118281,prior,2,6,12,8.0
1962513,194447,prior,42,1,10,7.0
3175034,141068,prior,2,1,15,0.0
2629141,36714,prior,4,3,15,26.0
2188720,106870,prior,13,1,9,5.0
3089293,201089,prior,60,4,15,0.0
1256811,165998,prior,57,6,22,2.0
1969976,99247,prior,6,4,8,24.0
2433112,67007,prior,5,3,18,4.0
2624032,141397,prior,2,5,16,11.0
2704965,54110,prior,4,0,12,14.0
2767594,51896,test,7,0,13,21.0
480241,99041,prior,20,6,18,3.0
2902010,188212,prior,40,6,12,4.0
3003687,198649,prior,26,0,9,21.0
3354541,117088,prior,17,6,11,9.0
1783545,88170,prior,3,2,11,6.0
31118,155309,prior,10,0,2,7.0
1664616,144015,prior,30,5,12,1.0
2675399,156697,prior,6,5,18,5.0
2497041,61444,prior,13,5,10,14.0
2614696,78153,prior,2,4,9,15.0
114991,13397,prior,2,2,20,16.0
2204729,128848,prior,8,0,19,3.0
192819,126548,prior,12,0,9,30.0
3315353,31879,prior,6,4,20,16.0
2763107,82415,train,38,1,19,30.0
1376633,83606,prior,5,1,10,6.0
3301560,144194,prior,37,2,7,3.0
1652091,71012,prior,18,5,16,30.0
1393127,17356,prior,33,5,10,16.0
1568206,199017,prior,7,6,12,20.0
2054648,28079,prior,12,6,15,30.0
2997002,123672,prior,4,2,12,30.0
2673624,15748,prior,17,1,16,20.0
3175730,196956,prior,14,0,18,30.0
2647181,181987,prior,6,5,9,1.0
536300,175179,prior,10,0,9,7.0
1089147,20055,prior,24,0,13,2.0
1881607,205967,prior,7,3,9,10.0
793830,87156,prior,12,4,21,13.0
480834,67976,train,4,4,11,30.0
718515,33867,prior,46,4,15,0.0
22654,72343,prior,3,1,14,8.0
3062885,44231,train,4,2,16,30.0
2414236,99469,prior,4,1,20,6.0
1535841,63405,prior,3,0,11,6.0
2538429,56679,prior,19,0,6,2.0
3157777,11198,prior,13,0,13,0.0
3044507,133810,prior,38,2,11,2.0
2938018,75897,prior,26,1,10,5.0
1022626,146857,prior,2,3,12,30.0
1234427,74694,prior,12,1,14,22.0
1472845,125656,prior,28,2,15,8.0
3231664,78254,prior,20,0,12,7.0
3002691,151112,prior,18,3,21,6.0
1952895,90751,prior,3,2,14,11.0
1532339,104960,prior,3,4,12,30.0
75757,201725,prior,41,6,10,4.0
3099983,125284,train,4,6,12,14.0
2288274,70714,prior,50,5,13,7.0
2594094,195742,prior,15,4,12,3.0
1602124,64407,prior,7,1,13,7.0
2698545,144160,prior,31,6,11,7.0
2764391,113229,prior,5,5,19,6.0
3258743,74434,prior,7,4,11,6.0
2868924,81547,prior,13,4,20,23.0
1184723,49441,prior,25,0,10,9.0
2830959,95655,train,5,6,13,30.0
362396,160426,prior,45,1,17,0.0
1452961,115727,prior,43,4,15,4.0
2783889,159499,prior,27,5,14,5.0
2251921,2497,prior,15,2,20,4.0
1378446,132394,prior,18,0,11,5.0
2053997,195655,prior,19,5,16,16.0
2127475,52778,prior,1,5,16,
3115996,118967,prior,13,6,10,13.0
2753597,154645,prior,88,2,15,5.0
319078,139266,prior,17,6,6,7.0
2874637,181339,prior,10,6,7,13.0
2376675,33552,prior,17,2,10,11.0
29655,85296,prior,51,1,22,2.0
2984604,124578,prior,15,0,10,30.0
1489459,37635,prior,30,6,17,8.0
2483169,112919,prior,4,6,9,17.0
2543538,159112,prior,8,3,10,28.0
1849883,169312,prior,25,4,17,0.0
3405316,134921,prior,8,4,21,8.0
3078635,19714,prior,9,0,7,14.0
3286821,206202,prior,14,1,17,14.0
366923,125489,prior,27,6,21,9.0
571124,184142,train,57,4,21,8.0
3353672,22209,prior,5,0,12,7.0
1886003,194934,prior,5,3,13,3.0
1700714,189971,prior,8,1,9,30.0
484019,106685,prior,50,0,9,3.0
347123,22379,prior,18,2,8,17.0
2626652,178846,prior,17,0,10,23.0
2469209,162642,prior,8,5,11,13.0
500100,48442,test,19,0,14,7.0
411384,186685,prior,13,2,16,10.0
585090,96414,prior,20,0,8,6.0
2676209,22286,prior,3,0,13,10.0
2721665,125637,prior,7,4,15,5.0
3096496,57311,prior,4,5,17,30.0
415660,94252,prior,9,6,11,1.0
638088,200533,prior,3,4,12,9.0
1817034,141701,prior,16,1,14,9.0
323162,85719,prior,40,5,12,6.0
649465,117729,prior,6,5,9,8.0
2710897,20306,prior,69,4,16,4.0
426191,115607,prior,1,6,1,
2093722,3829,prior,6,1,16,30.0
2019312,120001,prior,3,4,13,14.0
1893690,3712,prior,14,5,15,9.0
415239,11308,prior,10,4,11,7.0
115563,120497,train,19,0,15,3.0
3000768,97102,prior,3,5,21,30.0
1893454,123024,prior,2,0,11,30.0
1626317,98022,prior,20,4,7,6.0
1412421,16066,prior,10,0,16,4.0
2951196,155919,prior,17,1,9,18.0
2271569,186865,prior,1,0,15,
1810023,177088,prior,2,1,11,7.0
1147466,30105,prior,1,3,13,
1448117,190467,prior,14,2,12,30.0
2939441,1879,train,11,5,15,30.0
1141464,112122,prior,8,2,9,10.0
1136730,71495,prior,5,5,8,30.0
1584110,113959,prior,26,1,14,6.0
624044,88134,prior,8,4,15,1.0
3096149,67020,prior,9,3,12,2.0
1125611,40797,prior,3,1,11,0.0
908085,150358,prior,1,6,16,
380768,3957,prior,12,6,15,30.0
1010367,66329,prior,12,2,18,8.0
756144,111734,prior,38,2,15,1.0
2775688,153355,prior,4,3,17,5.0
237119,24530,prior,49,1,17,3.0
77585,122680,prior,12,6,14,14.0
1073028,155820,prior,50,3,18,2.0
1731715,161892,prior,13,6,9,19.0
146274,2862,prior,4,1,10,8.0
525460,171179,prior,1,5,11,
821362,97894,prior,43,5,9,4.0
1666099,101184,prior,2,3,16,30.0
3385024,57621,prior,21,1,21,0.0
2367483,130744,prior,13,0,12,30.0
2911711,82193,prior,11,1,17,10.0
2400500,88135,prior,62,2,8,5.0
168821,123751,prior,64,5,14,2.0
859257,41190,prior,19,5,12,9.0
2142399,202287,prior,9,1,5,25.0
215109,76114,prior,8,5,12,19.0
3228152,169945,prior,2,4,18,4.0
3036587,128368,train,5,5,20,23.0
1816780,55594,prior,1,5,15,
1303621,181548,prior,4,4,10,2.0
584991,123565,prior,21,6,20,2.0
865074,141261,prior,10,2,8,22.0
1878261,53465,prior,43,5,12,6.0
2353692,93614,prior,6,3,13,6.0
693767,102115,prior,41,2,20,6.0
2167124,119677,prior,14,6,19,6.0
2509397,135561,prior,18,2,19,10.0
2270547,42517,prior,3,4,10,1.0
3359780,17884,prior,97,5,17,3.0
1777736,197549,prior,35,0,14,20.0
803145,37204,prior,8,1,10,9.0
1439080,164462,prior,13,0,17,4.0
1192530,25068,prior,1,5,11,
1314929,51123,prior,22,3,15,1.0
1121274,94043,prior,11,5,9,8.0
726219,131434,prior,3,2,9,21.0
1190686,106994,prior,2,2,16,7.0
528469,177893,train,100,4,9,1.0
1670561,155258,prior,4,0,10,2.0
752181,22308,prior,28,2,23,3.0
145723,66581,prior,38,1,15,25.0
3179134,95994,prior,7,1,13,4.0
1225927,161275,prior,3,1,16,11.0
1654926,181203,train,10,6,13,30.0
682254,194197,prior,17,2,19,13.0
1419604,202476,prior,1,4,16,
1917417,30287,prior,3,1,11,27.0
1891620,109708,prior,24,2,18,30.0
3406104,197494,prior,36,0,11,7.0
2403441,167251,prior,1,2,17,
3179684,57155,prior,6,1,16,30.0
1573213,45534,prior,6,2,23,10.0
1327326,61672,prior,12,1,2,25.0
1667708,3567,prior,1,1,18,
2492237,181424,prior,30,5,10,7.0
3006688,94206,prior,6,0,17,7.0
1530899,44363,prior,75,4,23,11.0
1163057,106305,prior,14,4,22,3.0
296998,37119,prior,15,5,21,6.0
1592365,8662,prior,32,2,10,6.0
2990795,44827,prior,1,0,11,
1353081,171428,test,4,6,13,7.0
1585782,33355,train,5,3,18,30.0
2622948,194204,prior,20,3,18,10.0
1940457,188316,prior,44,5,11,6.0
3064968,97475,prior,30,2,21,9.0
1418059,186561,prior,12,0,15,7.0
1325329,120962,prior,19,0,19,6.0
1347321,189024,prior,22,5,17,3.0
2228064,102352,prior,18,2,11,13.0
861072,15551,prior,1,2,10,
1636098,107893,prior,4,6,16,16.0
2471187,25540,prior,1,4,10,
1039679,68128,train,81,6,11,2.0
1602107,261,prior,2,3,18,2.0
2230563,152038,prior,6,5,16,21.0
894403,83789,prior,36,3,0,8.0
3226606,21441,prior,5,2,18,16.0
1363795,53981,prior,48,2,19,7.0
1111485,170293,prior,15,6,10,0.0
654299,10391,prior,5,4,16,30.0
246506,109640,prior,27,5,12,27.0
2211791,144561,prior,33,3,11,7.0
2946801,160681,prior,8,3,19,3.0
1421124,55460,prior,2,0,10,2.0
1712231,136925,prior,3,5,8,6.0
537030,27979,prior,5,2,13,30.0
1799684,140238,prior,31,0,18,3.0
2924731,112429,prior,53,5,10,1.0
393914,1142,prior,12,3,17,10.0
178120,36924,prior,23,5,19,10.0
636902,120573,prior,4,2,15,5.0
2536160,55388,prior,14,0,10,2.0
1415766,31182,prior,45,3,8,1.0
1663682,142443,prior,10,0,13,5.0
1469152,32350,prior,2,1,17,8.0
1495134,17251,prior,10,1,10,7.0
119058,146769,prior,3,4,16,30.0
1751354,190428,prior,16,1,9,2.0
2862063,198870,prior,1,4,13,
1265624,26595,prior,4,5,10,30.0
2839385,202185,prior,13,2,11,7.0
241026,14139,prior,8,6,13,16.0
2150219,43190,prior,60,4,11,3.0
2844225,37802,prior,19,5,15,3.0
3400795,23290,prior,18,6,17,8.0
509969,95276,prior,20,0,11,7.0
829543,60503,prior,2,0,14,15.0
37029,76197,prior,7,5,13,11.0
688413,133493,prior,37,1,15,8.0
3030070,99938,prior,15,3,10,19.0
1816264,86493,prior,13,2,17,13.0
767792,75770,prior,13,0,14,3.0
910441,138433,prior,64,1,10,2.0
518168,63762,prior,16,3,11,15.0
3299906,28632,prior,21,5,14,5.0
2850352,185967,prior,3,1,17,28.0
2348973,75976,prior,1,4,10,
2324002,41598,prior,21,0,9,7.0
47776,195868,prior,63,5,16,1.0
3214022,27360,prior,17,5,8,9.0
1876406,88350,prior,20,1,11,3.0
1397585,186721,prior,6,1,17,18.0
2458078,39010,prior,7,1,21,9.0
1358596,7043,prior,13,2,15,18.0
893479,129012,prior,8,6,17,16.0
1327686,165484,prior,22,0,19,1.0
524045,136737,prior,21,1,11,3.0
3048454,43236,prior,41,5,12,1.0
2494422,101671,prior,9,1,14,9.0
260649,69438,prior,9,1,19,9.0
1652221,202760,prior,17,1,19,30.0
1128259,23101,prior,16,2,11,1.0
2019996,48201,prior,25,5,14,3.0
760810,90558,prior,5,0,15,2.0
889240,91718,prior,3,5,21,5.0
2009957,150910,prior,47,3,16,14.0
2131571,90282,prior,34,3,9,2.0
2450350,187508,prior,1,1,23,
1905064,58449,prior,20,6,12,0.0
82707,72313,prior,12,0,11,30.0
987853,184721,test,65,0,12,6.0
1199288,119634,prior,9,1,16,13.0
3118327,10097,train,7,1,18,30.0
2863580,46874,prior,15,5,19,1.0
3070759,123256,prior,38,0,16,0.0
2722544,133766,prior,20,0,15,13.0
2157544,99873,prior,10,0,9,8.0
1879992,97609,prior,63,3,7,4.0
1965349,48957,prior,5,3,14,5.0
3238141,41151,prior,48,4,8,4.0
3141706,185546,prior,17,0,13,30.0
2984110,142477,prior,3,3,17,4.0
593571,54268,prior,9,6,18,15.0
1169072,162310,prior,81,1,13,4.0
3019584,79336,prior,9,0,14,14.0
3404717,40082,prior,6,0,12,30.0
3087759,175275,prior,5,0,12,15.0
2131169,170030,train,30,0,12,13.0
479039,74564,prior,5,0,20,7.0
3037616,183080,prior,15,6,11,8.0
3160367,22692,prior,15,2,17,2.0
2212149,143961,prior,9,0,13,13.0
2945987,105904,prior,2,5,10,30.0
3073555,158578,prior,7,0,10,1.0
1470690,40180,prior,5,5,0,5.0
295046,53280,prior,15,5,8,2.0
1421831,34328,prior,5,3,20,7.0
498198,112551,prior,24,4,15,3.0
165467,100682,prior,15,2,9,7.0
475498,9960,prior,24,1,15,16.0
449945,193481,prior,9,6,12,4.0
603624,45821,train,65,3,11,5.0
1565931,6506,prior,1,2,12,
1855281,126867,prior,2,5,15,30.0
2622923,66793,prior,40,3,13,2.0
2582484,206104,prior,5,5,12,9.0
2946854,54995,prior,34,1,14,14.0
2797857,86611,prior,3,5,1,2.0
2463453,135278,prior,3,2,7,30.0
3115881,101289,prior,22,5,8,1.0
1509425,24533,prior,6,3,10,2.0
1108974,78922,prior,27,0,20,1.0
1059293,86193,test,14,5,12,8.0
1506288,126664,prior,15,1,9,3.0
525139,139326,prior,12,1,17,4.0
2572309,93481,prior,11,3,16,6.0
2321050,110494,prior,5,3,17,16.0
2453503,81692,prior,36,5,20,6.0
3128217,165189,prior,13,2,13,13.0
992155,4452,prior,9,1,19,30.0
3006154,199281,prior,18,3,13,12.0
3271539,174865,prior,5,1,21,3.0
2626051,64047,prior,17,1,14,7.0
1701078,167208,prior,26,0,17,10.0
166881,109897,prior,8,4,19,7.0
463177,191391,prior,63,2,20,6.0
3076893,107619,prior,3,4,12,0.0
2256610,162874,test,4,4,15,30.0
1737806,114754,prior,58,6,11,1.0
3081727,79259,prior,56,4,12,4.0
327374,183547,prior,11,4,18,24.0
2295417,56669,prior,1,3,14,
2705231,99962,prior,10,3,13,5.0
1254317,132557,prior,4,1,16,22.0
2370335,5992,prior,5,0,13,3.0
3336811,43577,prior,18,4,19,9.0
3243105,104304,prior,44,3,9,10.0
949187,3715,prior,14,3,11,5.0
1908064,105166,prior,36,1,19,6.0
3394393,168697,prior,4,4,11,14.0
2666384,22698,prior,16,4,14,8.0
1922882,189373,prior,9,2,9,7.0
441516,162780,prior,10,5,1,30.0
3095395,111099,prior,12,1,11,18.0
1324824,75825,prior,48,3,14,4.0
479024,168993,test,4,2,20,7.0
1980720,168173,prior,29,3,8,1.0
2016680,1311,prior,17,4,22,4.0
2879201,16549,prior,18,3,21,3.0
104551,85973,prior,4,3,22,18.0
1835392,159475,prior,50,1,9,11.0
2273002,156627,prior,6,6,18,4.0
343595,189692,prior,1,0,16,
692110,74731,prior,15,0,13,7.0
468019,143039,prior,47,4,14,3.0
3328929,11985,prior,1,1,17,
1101659,102339,prior,71,1,18,3.0
1242734,69647,prior,52,0,15,6.0
3048583,107466,prior,73,0,9,4.0
1918334,12023,train,10,3,22,7.0
73789,175183,prior,11,1,11,30.0
410240,5551,prior,6,1,12,14.0
891017,119413,prior,8,4,16,11.0
1896851,206024,prior,33,2,8,9.0
431328,73269,prior,11,5,16,5.0
2348585,35155,prior,62,0,16,5.0
3057330,198480,prior,1,5,10,
604842,104034,prior,4,5,4,1.0
2043024,20487,prior,29,2,23,0.0
764444,137815,prior,12,5,11,6.0
2375911,65943,prior,3,0,13,23.0
2864867,145776,prior,6,4,1,11.0
1195493,54178,prior,6,0,17,11.0
1833104,171663,prior,6,1,14,11.0
2266408,160412,prior,8,6,7,20.0
64462,121862,prior,40,1,17,27.0
3111534,85474,prior,14,0,14,5.0
1616085,65401,prior,32,6,17,7.0
3158841,66635,prior,55,0,17,1.0
963733,26471,prior,27,4,12,3.0
2000504,188020,prior,66,1,16,1.0
1467244,193393,prior,40,3,9,3.0
1461551,71189,prior,48,0,14,11.0
2304749,161965,prior,33,6,16,1.0
37369,51883,prior,19,2,11,11.0
1318012,69626,prior,3,4,16,4.0
3381821,102729,prior,13,3,10,2.0
3094224,123143,prior,84,1,16,3.0
686539,49059,prior,7,3,14,10.0
3192285,23479,prior,28,1,12,0.0
1563263,196534,prior,6,6,7,10.0
3001427,107346,prior,29,1,11,7.0
2577041,184475,prior,4,6,10,13.0
120567,203312,train,28,6,11,5.0
929283,177739,prior,3,2,17,24.0
3220730,52707,prior,7,1,21,15.0
842120,139604,prior,2,3,22,8.0
1539968,141251,prior,52,1,17,6.0
262957,160911,prior,34,1,13,9.0
2075105,78088,prior,23,2,9,1.0
2475238,145087,prior,3,1,13,7.0
2611956,9174,test,43,6,10,6.0
2611289,187202,prior,52,3,6,10.0
2173913,19670,prior,15,5,21,13.0
1972992,95557,prior,26,3,11,10.0
940074,194639,prior,1,5,10,
1006426,153060,prior,1,5,18,
251390,68427,prior,9,2,10,15.0
439321,115386,prior,1,2,8,
1118509,185813,prior,4,4,20,15.0
1998440,74514,prior,23,5,20,8.0
2287505,15392,prior,16,2,15,25.0
2053625,117378,prior,1,6,11,
199716,124193,prior,4,5,16,17.0
1938813,108008,prior,5,0,14,5.0
1897910,122099,test,6,0,15,21.0
234746,46701,prior,37,5,18,5.0
1942781,47248,prior,23,1,15,6.0
3273394,102863,prior,40,0,13,1.0
2549654,176615,prior,5,4,10,4.0
3212504,160655,prior,1,1,20,
2618513,201206,prior,5,4,8,21.0
1786750,101292,prior,29,1,12,8.0
1020562,162837,prior,6,4,18,30.0
699924,75972,prior,4,6,12,20.0
1476280,201219,prior,9,0,9,3.0
2436374,53268,prior,4,0,15,14.0
1335596,4520,prior,6,2,11,7.0
745924,16035,prior,43,1,13,6.0
1549118,149917,prior,29,3,10,6.0
2309604,5531,prior,15,1,17,20.0
1486857,153459,prior,18,0,18,12.0
551552,202359,prior,44,5,12,1.0
2937033,37038,prior,26,6,10,5.0
3049168,76168,prior,21,5,11,2.0
749836,31180,prior,24,1,15,21.0
2723294,188544,prior,13,1,9,21.0
991239,130962,prior,6,2,20,17.0
2496577,163992,prior,3,2,12,20.0
388642,140941,prior,5,0,16,12.0
2510424,181477,prior,16,4,8,7.0
1356014,194947,prior,7,0,8,6.0
2979526,32131,prior,1,1,12,
2855409,42201,prior,8,3,9,2.0
358251,171332,prior,47,6,7,3.0
1906865,65310,prior,66,6,17,0.0
1710230,153691,prior,1,3,12,
876260,54812,prior,1,2,17,
1266313,111560,prior,17,6,15,7.0
2699068,153669,prior,21,6,17,12.0
2257679,60331,prior,3,6,15,21.0
3016727,46228,prior,2,3,11,5.0
1679423,203138,prior,55,5,10,8.0
1839967,137228,prior,11,5,10,0.0
116041,181019,prior,11,1,12,27.0
629583,66558,prior,6,5,15,4.0
1658477,9055,prior,22,3,16,2.0
2912371,98389,prior,18,1,10,7.0
3343881,34411,prior,1,1,10,
217750,126911,prior,4,5,18,5.0
2223276,144626,prior,24,2,17,4.0
1505758,95366,prior,33,4,11,8.0
2054786,160773,prior,15,0,19,7.0
2577674,150875,prior,2,6,17,30.0
3016589,141881,prior,15,5,11,12.0
2269236,78501,prior,12,1,13,13.0
2183796,90860,prior,1,6,15,
2638686,13037,prior,10,5,10,6.0
499967,97923,prior,4,5,18,30.0
1845754,116096,prior,15,6,22,0.0
2715864,111339,prior,2,5,14,8.0
939002,78578,prior,3,2,19,16.0
2121465,79790,prior,19,1,21,3.0
275213,158027,prior,4,4,15,2.0
3172615,56748,prior,59,3,17,3.0
260790,33731,prior,36,5,7,1.0
1333827,165062,train,99,0,13,4.0
1087927,142336,prior,6,1,16,21.0
1082141,138527,prior,2,6,8,6.0
3007044,192800,prior,4,4,6,15.0
267029,99191,prior,6,1,19,3.0
10493,21587,prior,9,2,14,6.0
2104748,108581,prior,7,3,14,7.0
2512225,24672,prior,7,6,13,18.0
1734843,82414,prior,33,3,14,5.0
3178993,186012,prior,27,2,17,1.0
1610751,165829,prior,10,1,15,30.0
1660168,102579,prior,1,6,18,
900509,194894,prior,8,6,15,28.0
3000326,90996,prior,26,0,10,3.0
697674,77663,prior,10,3,9,17.0
2052603,95136,prior,1,6,19,
2976405,35197,prior,1,2,7,
1507915,193510,prior,5,2,18,30.0
795557,113678,prior,23,5,12,14.0
1392134,43579,prior,4,6,18,3.0
158018,75936,prior,31,6,19,3.0
703174,139356,prior,11,6,17,7.0
1993033,69619,prior,13,2,15,12.0
102953,22831,prior,22,3,16,11.0
2334976,149399,prior,45,1,14,7.0
2798780,201395,prior,2,3,15,30.0
1095041,24131,prior,4,6,9,30.0
615963,165812,prior,10,2,12,11.0
1811905,31093,prior,49,4,7,2.0
2695592,50628,prior,32,1,10,4.0
1687282,196358,prior,19,0,18,13.0
2160257,180605,prior,4,5,13,6.0
1930707,168313,prior,7,0,14,17.0
872165,31603,prior,14,0,15,30.0
738616,20895,prior,22,6,12,23.0
51081,128443,prior,5,5,10,11.0
125567,148143,prior,2,2,10,11.0
1342725,95915,prior,10,4,14,30.0
68468,75963,prior,12,0,17,1.0
1606043,113496,prior,13,1,9,10.0
975701,69422,prior,8,2,18,5.0
36351,66317,prior,11,2,12,4.0
507950,53706,prior,8,4,19,4.0
947700,36028,prior,32,1,14,6.0
2262601,168890,prior,10,0,15,1.0
3093759,26489,prior,10,0,11,5.0
990697,53186,prior,5,2,11,30.0
369058,67369,prior,1,1,20,
1671407,96488,prior,11,5,18,11.0
978377,132017,prior,13,0,18,8.0
1422923,171511,prior,49,0,17,2.0
2382247,106944,prior,8,1,9,30.0
605747,159142,prior,17,5,16,4.0
262294,164076,prior,1,3,8,
3229854,69457,prior,2,4,9,30.0
1532574,72398,prior,3,5,19,0.0
3352213,133845,prior,5,2,17,9.0
1604650,94349,prior,2,6,23,10.0
1019791,198525,prior,16,0,15,7.0
1989129,107483,prior,11,1,10,2.0
952535,39176,prior,28,1,16,4.0
2747614,119387,prior,26,5,10,3.0
2116528,155978,train,36,5,20,4.0
982541,67439,prior,28,0,16,9.0
900680,160270,prior,9,6,18,7.0
3009835,116503,prior,4,4,10,13.0
2591108,42037,prior,82,4,22,1.0
1449848,54887,prior,17,2,16,6.0
2759502,151276,prior,25,4,13,11.0
588669,138754,prior,15,6,8,14.0
1369830,98806,test,36,0,15,9.0
1300284,57397,prior,12,0,14,30.0
3327696,144118,prior,6,3,17,9.0
1338882,39695,prior,21,6,2,6.0
3006059,29412,prior,13,1,10,7.0
1269845,106220,prior,2,1,23,30.0
2783540,98667,prior,1,5,17,
1711190,96916,prior,6,3,13,2.0
3306159,162716,prior,14,2,13,5.0
3255837,101020,prior,1,6,8,
907673,79456,prior,4,1,13,30.0
873259,152806,prior,1,2,8,
1694644,112052,prior,21,2,12,5.0
2633156,147567,prior,3,5,9,30.0
789704,141878,prior,39,6,13,3.0
1156689,24458,prior,9,0,16,19.0
1636174,80253,prior,5,5,15,9.0
442613,147939,prior,12,0,22,18.0
2667342,153622,prior,11,3,18,30.0
1408623,30240,prior,3,2,15,5.0
900565,42729,prior,7,0,13,30.0
1241231,166334,prior,34,0,16,12.0
3154331,183167,prior,6,5,17,30.0
2825840,156328,prior,8,0,15,12.0
2973316,140222,prior,10,0,13,6.0
3339095,129155,prior,4,2,14,30.0
447571,14598,prior,14,0,14,7.0
2833473,46086,prior,25,1,19,1.0
1066637,147969,prior,3,1,14,7.0
526565,95156,prior,6,6,21,16.0
3073245,175592,prior,2,1,16,30.0
1077045,26652,prior,17,6,9,13.0
1304782,203381,prior,56,1,14,2.0
3209539,16269,prior,30,3,12,30.0
20212,194401,prior,17,3,9,3.0
2447319,50893,prior,8,6,17,13.0
2901007,99309,prior,22,1,9,8.0
3096087,84534,prior,21,4,11,6.0
364299,127674,prior,19,0,9,7.0
1848942,95326,prior,17,0,15,11.0
2058354,36507,prior,5,2,11,9.0
1972563,133743,prior,20,4,16,3.0
2636709,178325,prior,42,4,19,7.0
1187057,112596,prior,1,0,5,
1677463,162297,prior,7,5,8,10.0
1892617,37982,prior,1,5,18,
930129,122752,prior,1,4,12,
2696930,11445,prior,15,1,19,1.0
97720,187894,prior,4,0,17,20.0
1551164,170909,prior,17,3,11,10.0
3144910,22829,prior,28,6,11,11.0
863284,4151,prior,13,0,10,14.0
2896473,162991,prior,14,1,17,14.0
3322479,116684,prior,1,6,17,
409973,71068,prior,5,6,17,30.0
2896061,183863,prior,19,4,15,2.0
1782284,109479,prior,20,1,16,16.0
1979594,69936,prior,13,0,20,3.0
422676,162623,prior,9,5,15,9.0
59603,16163,prior,24,1,10,1.0
105951,193539,train,63,6,15,6.0
3022874,94737,prior,1,3,12,
320179,160567,prior,32,2,10,4.0
2631635,40616,prior,3,2,20,3.0
2636763,187255,prior,6,0,22,24.0
2564930,172646,prior,67,3,18,2.0
410897,135640,prior,3,2,16,18.0
1290487,24674,prior,3,0,10,30.0
1169030,74801,train,33,5,2,7.0
